ResourceID,Geo,Period,Label1,Label2,Label3,Value,Unit,Measure,Multiplier
CPEMP11,,2007-02-28,Goods-producing industries,Seasonally adjusted,,359591,Number,Number of filled jobs,0
CPEMP11,,2007-02-28,Primary industries,Actual,,95522,Number,Number of filled jobs,0
CPEMP11,,2007-02-28,Primary industries,Seasonally adjusted,,88958,Number,Number of filled jobs,0
CPEMP11,,2007-02-28,Service industries,Actual,,1304424,Number,Number of filled jobs,0
CPEMP11,,2007-02-28,Service industries,Seasonally adjusted,,1331984,Number,Number of filled jobs,0
CPEMP11,,2007-03-31,All industries,Actual,,1788842,Number,Number of filled jobs,0
CPEMP11,,2007-03-31,All industries,Seasonally adjusted,,1775276,Number,Number of filled jobs,0
CPEMP11,,2007-03-31,Goods-producing industries,Actual,,363918,Number,Number of filled jobs,0
CPEMP11,,2007-03-31,Goods-producing industries,Seasonally adjusted,,359302,Number,Number of filled jobs,0
CPEMP11,,2007-03-31,Primary industries,Actual,,93769,Number,Number of filled jobs,0
CPEMP11,,2007-03-31,Primary industries,Seasonally adjusted,,88829,Number,Number of filled jobs,0
CPEMP11,,2007-03-31,Service industries,Actual,,1331155,Number,Number of filled jobs,0
CPEMP11,,2007-03-31,Service industries,Seasonally adjusted,,1327845,Number,Number of filled jobs,0
CPEMP11,,2007-04-30,All industries,Actual,,1792192,Number,Number of filled jobs,0
CPEMP11,,2007-04-30,All industries,Seasonally adjusted,,1780761,Number,Number of filled jobs,0
CPEMP11,,2007-04-30,Goods-producing industries,Actual,,363475,Number,Number of filled jobs,0
CPEMP11,,2007-04-30,Goods-producing industries,Seasonally adjusted,,360201,Number,Number of filled jobs,0
CPEMP11,,2007-04-30,Primary industries,Actual,,88478,Number,Number of filled jobs,0
CPEMP11,,2007-04-30,Primary industries,Seasonally adjusted,,88665,Number,Number of filled jobs,0
CPEMP11,,2007-04-30,Service industries,Actual,,1340239,Number,Number of filled jobs,0
CPEMP11,,2007-04-30,Service industries,Seasonally adjusted,,1331824,Number,Number of filled jobs,0
CPEMP11,,2007-05-31,All industries,Actual,,1800975,Number,Number of filled jobs,0
CPEMP11,,2007-05-31,All industries,Seasonally adjusted,,1791875,Number,Number of filled jobs,0
CPEMP11,,2007-05-31,Goods-producing industries,Actual,,363839,Number,Number of filled jobs,0
CPEMP11,,2007-05-31,Goods-producing industries,Seasonally adjusted,,361160,Number,Number of filled jobs,0
CPEMP11,,2007-05-31,Primary industries,Actual,,84625,Number,Number of filled jobs,0
CPEMP11,,2007-05-31,Primary industries,Seasonally adjusted,,89213,Number,Number of filled jobs,0
CPEMP11,,2007-05-31,Service industries,Actual,,1352511,Number,Number of filled jobs,0
CPEMP11,,2007-05-31,Service industries,Seasonally adjusted,,1341349,Number,Number of filled jobs,0
CPEMP11,,2007-06-30,All industries,Actual,,1788902,Number,Number of filled jobs,0
CPEMP11,,2007-06-30,All industries,Seasonally adjusted,,1793579,Number,Number of filled jobs,0
CPEMP11,,2007-06-30,Goods-producing industries,Actual,,359021,Number,Number of filled jobs,0
CPEMP11,,2007-06-30,Goods-producing industries,Seasonally adjusted,,360595,Number,Number of filled jobs,0
CPEMP11,,2007-06-30,Primary industries,Actual,,80491,Number,Number of filled jobs,0
CPEMP11,,2007-06-30,Primary industries,Seasonally adjusted,,88717,Number,Number of filled jobs,0
CPEMP11,,2007-06-30,Service industries,Actual,,1349390,Number,Number of filled jobs,0
CPEMP11,,2007-06-30,Service industries,Seasonally adjusted,,1344058,Number,Number of filled jobs,0
CPEMP11,,2007-07-31,All industries,Actual,,1784702,Number,Number of filled jobs,0
CPEMP11,,2007-07-31,All industries,Seasonally adjusted,,1794527,Number,Number of filled jobs,0
CPEMP11,,2007-07-31,Goods-producing industries,Actual,,356581,Number,Number of filled jobs,0
CPEMP11,,2007-07-31,Goods-producing industries,Seasonally adjusted,,360933,Number,Number of filled jobs,0
CPEMP11,,2007-07-31,Primary industries,Actual,,81329,Number,Number of filled jobs,0
CPEMP11,,2007-07-31,Primary industries,Seasonally adjusted,,88101,Number,Number of filled jobs,0
CPEMP11,,2007-07-31,Service industries,Actual,,1346792,Number,Number of filled jobs,0
CPEMP11,,2007-07-31,Service industries,Seasonally adjusted,,1345332,Number,Number of filled jobs,0
CPEMP11,,2007-08-31,All industries,Actual,,1794772,Number,Number of filled jobs,0
CPEMP11,,2007-08-31,All industries,Seasonally adjusted,,1806439,Number,Number of filled jobs,0
CPEMP11,,2007-08-31,Goods-producing industries,Actual,,355337,Number,Number of filled jobs,0
CPEMP11,,2007-08-31,Goods-producing industries,Seasonally adjusted,,362253,Number,Number of filled jobs,0
CPEMP11,,2007-08-31,Primary industries,Actual,,84618,Number,Number of filled jobs,0
CPEMP11,,2007-08-31,Primary industries,Seasonally adjusted,,89980,Number,Number of filled jobs,0
CPEMP11,,2007-08-31,Service industries,Actual,,1354817,Number,Number of filled jobs,0
CPEMP11,,2007-08-31,Service industries,Seasonally adjusted,,1353821,Number,Number of filled jobs,0
CPEMP11,,2007-09-30,All industries,Actual,,1802907,Number,Number of filled jobs,0
CPEMP11,,2007-09-30,All industries,Seasonally adjusted,,1805460,Number,Number of filled jobs,0
CPEMP11,,2007-09-30,Goods-producing industries,Actual,,355922,Number,Number of filled jobs,0
CPEMP11,,2007-09-30,Goods-producing industries,Seasonally adjusted,,362760,Number,Number of filled jobs,0
CPEMP11,,2007-09-30,Primary industries,Actual,,85708,Number,Number of filled jobs,0
CPEMP11,,2007-09-30,Primary industries,Seasonally adjusted,,90362,Number,Number of filled jobs,0
CPEMP11,,2007-09-30,Service industries,Actual,,1361277,Number,Number of filled jobs,0
CPEMP11,,2007-09-30,Service industries,Seasonally adjusted,,1352566,Number,Number of filled jobs,0
CPEMP11,,2007-10-31,All industries,Actual,,1815228,Number,Number of filled jobs,0
CPEMP11,,2007-10-31,All industries,Seasonally adjusted,,1816171,Number,Number of filled jobs,0
CPEMP11,,2007-10-31,Goods-producing industries,Actual,,358861,Number,Number of filled jobs,0
CPEMP11,,2007-10-31,Goods-producing industries,Seasonally adjusted,,364261,Number,Number of filled jobs,0
CPEMP11,,2007-10-31,Primary industries,Actual,,87507,Number,Number of filled jobs,0
CPEMP11,,2007-10-31,Primary industries,Seasonally adjusted,,90519,Number,Number of filled jobs,0
CPEMP11,,2007-10-31,Service industries,Actual,,1368860,Number,Number of filled jobs,0
CPEMP11,,2007-10-31,Service industries,Seasonally adjusted,,1361472,Number,Number of filled jobs,0
CPEMP11,,2007-11-30,All industries,Actual,,1835531,Number,Number of filled jobs,0
CPEMP11,,2007-11-30,All industries,Seasonally adjusted,,1816276,Number,Number of filled jobs,0
CPEMP11,,2007-11-30,Goods-producing industries,Actual,,364451,Number,Number of filled jobs,0
CPEMP11,,2007-11-30,Goods-producing industries,Seasonally adjusted,,363733,Number,Number of filled jobs,0
CPEMP11,,2007-11-30,Primary industries,Actual,,93231,Number,Number of filled jobs,0
CPEMP11,,2007-11-30,Primary industries,Seasonally adjusted,,90081,Number,Number of filled jobs,0
CPEMP11,,2007-11-30,Service industries,Actual,,1377849,Number,Number of filled jobs,0
CPEMP11,,2007-11-30,Service industries,Seasonally adjusted,,1362613,Number,Number of filled jobs,0
CPEMP11,,2007-12-31,All industries,Actual,,1842846,Number,Number of filled jobs,0
CPEMP11,,2007-12-31,All industries,Seasonally adjusted,,1818997,Number,Number of filled jobs,0
CPEMP11,,2007-12-31,Goods-producing industries,Actual,,368819,Number,Number of filled jobs,0
CPEMP11,,2007-12-31,Goods-producing industries,Seasonally adjusted,,363066,Number,Number of filled jobs,0
CPEMP11,,2007-12-31,Primary industries,Actual,,98853,Number,Number of filled jobs,0
CPEMP11,,2007-12-31,Primary industries,Seasonally adjusted,,89254,Number,Number of filled jobs,0
CPEMP11,,2007-12-31,Service industries,Actual,,1375174,Number,Number of filled jobs,0
CPEMP11,,2007-12-31,Service industries,Seasonally adjusted,,1366766,Number,Number of filled jobs,0
CPEMP11,,2008-01-31,All industries,Actual,,1800851,Number,Number of filled jobs,0
CPEMP11,,2008-01-31,All industries,Seasonally adjusted,,1833083,Number,Number of filled jobs,0
CPEMP11,,2008-01-31,Goods-producing industries,Actual,,367213,Number,Number of filled jobs,0
CPEMP11,,2008-01-31,Goods-producing industries,Seasonally adjusted,,364172,Number,Number of filled jobs,0
CPEMP11,,2008-01-31,Primary industries,Actual,,99933,Number,Number of filled jobs,0
CPEMP11,,2008-01-31,Primary industries,Seasonally adjusted,,91354,Number,Number of filled jobs,0
CPEMP11,,2008-01-31,Service industries,Actual,,1333705,Number,Number of filled jobs,0
CPEMP11,,2008-01-31,Service industries,Seasonally adjusted,,1377516,Number,Number of filled jobs,0
CPEMP11,,2008-02-29,All industries,Actual,,1813099,Number,Number of filled jobs,0
CPEMP11,,2008-02-29,All industries,Seasonally adjusted,,1828346,Number,Number of filled jobs,0
CPEMP11,,2008-02-29,Goods-producing industries,Actual,,368647,Number,Number of filled jobs,0
CPEMP11,,2008-02-29,Goods-producing industries,Seasonally adjusted,,363565,Number,Number of filled jobs,0
CPEMP11,,2008-02-29,Primary industries,Actual,,97539,Number,Number of filled jobs,0
CPEMP11,,2008-02-29,Primary industries,Seasonally adjusted,,90819,Number,Number of filled jobs,0
CPEMP11,,2008-02-29,Service industries,Actual,,1346913,Number,Number of filled jobs,0
CPEMP11,,2008-02-29,Service industries,Seasonally adjusted,,1373928,Number,Number of filled jobs,0
CPEMP11,,2008-03-31,All industries,Actual,,1830110,Number,Number of filled jobs,0
CPEMP11,,2008-03-31,All industries,Seasonally adjusted,,1816579,Number,Number of filled jobs,0
CPEMP11,,2008-03-31,Goods-producing industries,Actual,,367621,Number,Number of filled jobs,0
CPEMP11,,2008-03-31,Goods-producing industries,Seasonally adjusted,,363047,Number,Number of filled jobs,0
CPEMP11,,2008-03-31,Primary industries,Actual,,93801,Number,Number of filled jobs,0
CPEMP11,,2008-03-31,Primary industries,Seasonally adjusted,,88979,Number,Number of filled jobs,0
CPEMP11,,2008-03-31,Service industries,Actual,,1368688,Number,Number of filled jobs,0
CPEMP11,,2008-03-31,Service industries,Seasonally adjusted,,1365172,Number,Number of filled jobs,0
CPEMP11,,2008-04-30,All industries,Actual,,1845789,Number,Number of filled jobs,0
CPEMP11,,2008-04-30,All industries,Seasonally adjusted,,1832652,Number,Number of filled jobs,0
CPEMP11,,2008-04-30,Goods-producing industries,Actual,,367842,Number,Number of filled jobs,0
CPEMP11,,2008-04-30,Goods-producing industries,Seasonally adjusted,,364424,Number,Number of filled jobs,0
CPEMP11,,2008-04-30,Primary industries,Actual,,90240,Number,Number of filled jobs,0
CPEMP11,,2008-04-30,Primary industries,Seasonally adjusted,,90225,Number,Number of filled jobs,0
CPEMP11,,2008-04-30,Service industries,Actual,,1387707,Number,Number of filled jobs,0
CPEMP11,,2008-04-30,Service industries,Seasonally adjusted,,1377962,Number,Number of filled jobs,0
CPEMP11,,2008-05-31,All industries,Actual,,1843838,Number,Number of filled jobs,0
CPEMP11,,2008-05-31,All industries,Seasonally adjusted,,1835587,Number,Number of filled jobs,0
CPEMP11,,2008-05-31,Goods-producing industries,Actual,,367542,Number,Number of filled jobs,0
CPEMP11,,2008-05-31,Goods-producing industries,Seasonally adjusted,,364942,Number,Number of filled jobs,0
CPEMP11,,2008-05-31,Primary industries,Actual,,86883,Number,Number of filled jobs,0
CPEMP11,,2008-05-31,Primary industries,Seasonally adjusted,,91597,Number,Number of filled jobs,0
CPEMP11,,2008-05-31,Service industries,Actual,,1389413,Number,Number of filled jobs,0
CPEMP11,,2008-05-31,Service industries,Seasonally adjusted,,1378944,Number,Number of filled jobs,0
CPEMP11,,2008-06-30,All industries,Actual,,1823866,Number,Number of filled jobs,0
CPEMP11,,2008-06-30,All industries,Seasonally adjusted,,1829108,Number,Number of filled jobs,0
CPEMP11,,2008-06-30,Goods-producing industries,Actual,,362504,Number,Number of filled jobs,0
CPEMP11,,2008-06-30,Goods-producing industries,Seasonally adjusted,,364165,Number,Number of filled jobs,0
CPEMP11,,2008-06-30,Primary industries,Actual,,82929,Number,Number of filled jobs,0
CPEMP11,,2008-06-30,Primary industries,Seasonally adjusted,,91275,Number,Number of filled jobs,0
CPEMP11,,2008-06-30,Service industries,Actual,,1378433,Number,Number of filled jobs,0
CPEMP11,,2008-06-30,Service industries,Seasonally adjusted,,1373596,Number,Number of filled jobs,0
CPEMP11,,2008-07-31,All industries,Actual,,1825001,Number,Number of filled jobs,0
CPEMP11,,2008-07-31,All industries,Seasonally adjusted,,1834855,Number,Number of filled jobs,0
CPEMP11,,2008-07-31,Goods-producing industries,Actual,,359599,Number,Number of filled jobs,0
CPEMP11,,2008-07-31,Goods-producing industries,Seasonally adjusted,,364018,Number,Number of filled jobs,0
CPEMP11,,2008-07-31,Primary industries,Actual,,84806,Number,Number of filled jobs,0
CPEMP11,,2008-07-31,Primary industries,Seasonally adjusted,,91691,Number,Number of filled jobs,0
CPEMP11,,2008-07-31,Service industries,Actual,,1380596,Number,Number of filled jobs,0
CPEMP11,,2008-07-31,Service industries,Seasonally adjusted,,1379100,Number,Number of filled jobs,0
CPEMP11,,2008-08-31,All industries,Actual,,1810182,Number,Number of filled jobs,0
CPEMP11,,2008-08-31,All industries,Seasonally adjusted,,1822442,Number,Number of filled jobs,0
CPEMP11,,2008-08-31,Goods-producing industries,Actual,,352216,Number,Number of filled jobs,0
CPEMP11,,2008-08-31,Goods-producing industries,Seasonally adjusted,,359128,Number,Number of filled jobs,0
CPEMP11,,2008-08-31,Primary industries,Actual,,85587,Number,Number of filled jobs,0
CPEMP11,,2008-08-31,Primary industries,Seasonally adjusted,,90962,Number,Number of filled jobs,0
CPEMP11,,2008-08-31,Service industries,Actual,,1372379,Number,Number of filled jobs,0
CPEMP11,,2008-08-31,Service industries,Seasonally adjusted,,1372005,Number,Number of filled jobs,0
CPEMP11,,2008-09-30,All industries,Actual,,1815340,Number,Number of filled jobs,0
CPEMP11,,2008-09-30,All industries,Seasonally adjusted,,1819267,Number,Number of filled jobs,0
CPEMP11,,2008-09-30,Goods-producing industries,Actual,,351103,Number,Number of filled jobs,0
CPEMP11,,2008-09-30,Goods-producing industries,Seasonally adjusted,,357899,Number,Number of filled jobs,0
CPEMP11,,2008-09-30,Primary industries,Actual,,86747,Number,Number of filled jobs,0
CPEMP11,,2008-09-30,Primary industries,Seasonally adjusted,,91600,Number,Number of filled jobs,0
CPEMP11,,2008-09-30,Service industries,Actual,,1377490,Number,Number of filled jobs,0
CPEMP11,,2008-09-30,Service industries,Seasonally adjusted,,1369969,Number,Number of filled jobs,0
CPEMP11,,2008-10-31,All industries,Actual,,1825329,Number,Number of filled jobs,0
CPEMP11,,2008-10-31,All industries,Seasonally adjusted,,1825669,Number,Number of filled jobs,0
CPEMP11,,2008-10-31,Goods-producing industries,Actual,,352135,Number,Number of filled jobs,0
CPEMP11,,2008-10-31,Goods-producing industries,Seasonally adjusted,,357238,Number,Number of filled jobs,0
CPEMP11,,2008-10-31,Primary industries,Actual,,89517,Number,Number of filled jobs,0
CPEMP11,,2008-10-31,Primary industries,Seasonally adjusted,,92724,Number,Number of filled jobs,0
CPEMP11,,2008-10-31,Service industries,Actual,,1383677,Number,Number of filled jobs,0
CPEMP11,,2008-10-31,Service industries,Seasonally adjusted,,1375729,Number,Number of filled jobs,0
CPEMP11,,2008-11-30,All industries,Actual,,1840431,Number,Number of filled jobs,0
CPEMP11,,2008-11-30,All industries,Seasonally adjusted,,1821432,Number,Number of filled jobs,0
CPEMP11,,2008-11-30,Goods-producing industries,Actual,,356436,Number,Number of filled jobs,0
CPEMP11,,2008-11-30,Goods-producing industries,Seasonally adjusted,,355792,Number,Number of filled jobs,0
CPEMP11,,2008-11-30,Primary industries,Actual,,94966,Number,Number of filled jobs,0
CPEMP11,,2008-11-30,Primary industries,Seasonally adjusted,,91855,Number,Number of filled jobs,0
CPEMP11,,2008-11-30,Service industries,Actual,,1389029,Number,Number of filled jobs,0
CPEMP11,,2008-11-30,Service industries,Seasonally adjusted,,1373899,Number,Number of filled jobs,0
CPEMP11,,2008-12-31,All industries,Actual,,1838047,Number,Number of filled jobs,0
CPEMP11,,2008-12-31,All industries,Seasonally adjusted,,1814093,Number,Number of filled jobs,0
CPEMP11,,2008-12-31,Goods-producing industries,Actual,,358266,Number,Number of filled jobs,0
CPEMP11,,2008-12-31,Goods-producing industries,Seasonally adjusted,,352551,Number,Number of filled jobs,0
CPEMP11,,2008-12-31,Primary industries,Actual,,102925,Number,Number of filled jobs,0
CPEMP11,,2008-12-31,Primary industries,Seasonally adjusted,,92834,Number,Number of filled jobs,0
CPEMP11,,2008-12-31,Service industries,Actual,,1376856,Number,Number of filled jobs,0
CPEMP11,,2008-12-31,Service industries,Seasonally adjusted,,1368325,Number,Number of filled jobs,0
CPEMP11,,2009-01-31,All industries,Actual,,1775592,Number,Number of filled jobs,0
CPEMP11,,2009-01-31,All industries,Seasonally adjusted,,1807148,Number,Number of filled jobs,0
CPEMP11,,2009-01-31,Goods-producing industries,Actual,,352581,Number,Number of filled jobs,0
CPEMP11,,2009-01-31,Goods-producing industries,Seasonally adjusted,,349645,Number,Number of filled jobs,0
CPEMP11,,2009-01-31,Primary industries,Actual,,101060,Number,Number of filled jobs,0
CPEMP11,,2009-01-31,Primary industries,Seasonally adjusted,,92497,Number,Number of filled jobs,0
CPEMP11,,2009-01-31,Service industries,Actual,,1321951,Number,Number of filled jobs,0
CPEMP11,,2009-01-31,Service industries,Seasonally adjusted,,1364827,Number,Number of filled jobs,0
CPEMP11,,2009-02-28,All industries,Actual,,1782516,Number,Number of filled jobs,0
CPEMP11,,2009-02-28,All industries,Seasonally adjusted,,1796327,Number,Number of filled jobs,0
CPEMP11,,2009-02-28,Goods-producing industries,Actual,,351734,Number,Number of filled jobs,0
CPEMP11,,2009-02-28,Goods-producing industries,Seasonally adjusted,,347001,Number,Number of filled jobs,0
CPEMP11,,2009-02-28,Primary industries,Actual,,98516,Number,Number of filled jobs,0
CPEMP11,,2009-02-28,Primary industries,Seasonally adjusted,,91853,Number,Number of filled jobs,0
CPEMP11,,2009-02-28,Service industries,Actual,,1332266,Number,Number of filled jobs,0
CPEMP11,,2009-02-28,Service industries,Seasonally adjusted,,1357598,Number,Number of filled jobs,0
CPEMP11,,2009-03-31,All industries,Actual,,1803978,Number,Number of filled jobs,0
CPEMP11,,2009-03-31,All industries,Seasonally adjusted,,1790878,Number,Number of filled jobs,0
CPEMP11,,2009-03-31,Goods-producing industries,Actual,,347580,Number,Number of filled jobs,0
CPEMP11,,2009-03-31,Goods-producing industries,Seasonally adjusted,,343285,Number,Number of filled jobs,0
CPEMP11,,2009-03-31,Primary industries,Actual,,96084,Number,Number of filled jobs,0
CPEMP11,,2009-03-31,Primary industries,Seasonally adjusted,,91276,Number,Number of filled jobs,0
CPEMP11,,2009-03-31,Service industries,Actual,,1360314,Number,Number of filled jobs,0
CPEMP11,,2009-03-31,Service industries,Seasonally adjusted,,1356680,Number,Number of filled jobs,0
CPEMP11,,2009-04-30,All industries,Actual,,1805286,Number,Number of filled jobs,0
CPEMP11,,2009-04-30,All industries,Seasonally adjusted,,1791236,Number,Number of filled jobs,0
CPEMP11,,2009-04-30,Goods-producing industries,Actual,,342973,Number,Number of filled jobs,0
CPEMP11,,2009-04-30,Goods-producing industries,Seasonally adjusted,,339666,Number,Number of filled jobs,0
CPEMP11,,2009-04-30,Primary industries,Actual,,92731,Number,Number of filled jobs,0
CPEMP11,,2009-04-30,Primary industries,Seasonally adjusted,,92484,Number,Number of filled jobs,0
CPEMP11,,2009-04-30,Service industries,Actual,,1369582,Number,Number of filled jobs,0
CPEMP11,,2009-04-30,Service industries,Seasonally adjusted,,1359103,Number,Number of filled jobs,0
CPEMP11,,2009-05-31,All industries,Actual,,1786485,Number,Number of filled jobs,0
CPEMP11,,2009-05-31,All industries,Seasonally adjusted,,1779149,Number,Number of filled jobs,0
CPEMP11,,2009-05-31,Goods-producing industries,Actual,,338381,Number,Number of filled jobs,0
CPEMP11,,2009-05-31,Goods-producing industries,Seasonally adjusted,,336041,Number,Number of filled jobs,0
CPEMP11,,2009-05-31,Primary industries,Actual,,86052,Number,Number of filled jobs,0
CPEMP11,,2009-05-31,Primary industries,Seasonally adjusted,,90565,Number,Number of filled jobs,0
CPEMP11,,2009-05-31,Service industries,Actual,,1362052,Number,Number of filled jobs,0
CPEMP11,,2009-05-31,Service industries,Seasonally adjusted,,1352551,Number,Number of filled jobs,0
CPEMP11,,2009-06-30,All industries,Actual,,1772180,Number,Number of filled jobs,0
CPEMP11,,2009-06-30,All industries,Seasonally adjusted,,1777352,Number,Number of filled jobs,0
CPEMP11,,2009-06-30,Goods-producing industries,Actual,,332877,Number,Number of filled jobs,0
CPEMP11,,2009-06-30,Goods-producing industries,Seasonally adjusted,,334427,Number,Number of filled jobs,0
CPEMP11,,2009-06-30,Primary industries,Actual,,83192,Number,Number of filled jobs,0
CPEMP11,,2009-06-30,Primary industries,Seasonally adjusted,,91395,Number,Number of filled jobs,0
CPEMP11,,2009-06-30,Service industries,Actual,,1356111,Number,Number of filled jobs,0
CPEMP11,,2009-06-30,Service industries,Seasonally adjusted,,1351592,Number,Number of filled jobs,0
CPEMP11,,2009-07-31,All industries,Actual,,1770001,Number,Number of filled jobs,0
CPEMP11,,2009-07-31,All industries,Seasonally adjusted,,1779580,Number,Number of filled jobs,0
CPEMP11,,2009-07-31,Goods-producing industries,Actual,,328992,Number,Number of filled jobs,0
CPEMP11,,2009-07-31,Goods-producing industries,Seasonally adjusted,,333022,Number,Number of filled jobs,0
CPEMP11,,2009-07-31,Primary industries,Actual,,85167,Number,Number of filled jobs,0
CPEMP11,,2009-07-31,Primary industries,Seasonally adjusted,,91897,Number,Number of filled jobs,0
CPEMP11,,2009-07-31,Service industries,Actual,,1355842,Number,Number of filled jobs,0
CPEMP11,,2009-07-31,Service industries,Seasonally adjusted,,1354593,Number,Number of filled jobs,0
CPEMP11,,2009-08-31,All industries,Actual,,1759388,Number,Number of filled jobs,0
CPEMP11,,2009-08-31,All industries,Seasonally adjusted,,1771894,Number,Number of filled jobs,0
CPEMP11,,2009-08-31,Goods-producing industries,Actual,,324444,Number,Number of filled jobs,0
CPEMP11,,2009-08-31,Goods-producing industries,Seasonally adjusted,,330797,Number,Number of filled jobs,0
CPEMP11,,2009-08-31,Primary industries,Actual,,84709,Number,Number of filled jobs,0
CPEMP11,,2009-08-31,Primary industries,Seasonally adjusted,,90085,Number,Number of filled jobs,0
CPEMP11,,2009-08-31,Service industries,Actual,,1350235,Number,Number of filled jobs,0
CPEMP11,,2009-08-31,Service industries,Seasonally adjusted,,1350581,Number,Number of filled jobs,0
CPEMP11,,2009-09-30,All industries,Actual,,1766716,Number,Number of filled jobs,0
CPEMP11,,2009-09-30,All industries,Seasonally adjusted,,1771905,Number,Number of filled jobs,0
CPEMP11,,2009-09-30,Goods-producing industries,Actual,,323989,Number,Number of filled jobs,0
CPEMP11,,2009-09-30,Goods-producing industries,Seasonally adjusted,,330272,Number,Number of filled jobs,0
CPEMP11,,2009-09-30,Primary industries,Actual,,84145,Number,Number of filled jobs,0
CPEMP11,,2009-09-30,Primary industries,Seasonally adjusted,,88999,Number,Number of filled jobs,0
CPEMP11,,2009-09-30,Service industries,Actual,,1358582,Number,Number of filled jobs,0
CPEMP11,,2009-09-30,Service industries,Seasonally adjusted,,1352517,Number,Number of filled jobs,0
CPEMP11,,2009-10-31,All industries,Actual,,1769246,Number,Number of filled jobs,0
CPEMP11,,2009-10-31,All industries,Seasonally adjusted,,1769201,Number,Number of filled jobs,0
CPEMP11,,2009-10-31,Goods-producing industries,Actual,,324608,Number,Number of filled jobs,0
CPEMP11,,2009-10-31,Goods-producing industries,Seasonally adjusted,,329242,Number,Number of filled jobs,0
CPEMP11,,2009-10-31,Primary industries,Actual,,85590,Number,Number of filled jobs,0
CPEMP11,,2009-10-31,Primary industries,Seasonally adjusted,,88813,Number,Number of filled jobs,0
CPEMP11,,2009-10-31,Service industries,Actual,,1359048,Number,Number of filled jobs,0
CPEMP11,,2009-10-31,Service industries,Seasonally adjusted,,1350821,Number,Number of filled jobs,0
CPEMP11,,2009-11-30,All industries,Actual,,1783569,Number,Number of filled jobs,0
CPEMP11,,2009-11-30,All industries,Seasonally adjusted,,1765129,Number,Number of filled jobs,0
CPEMP11,,2009-11-30,Goods-producing industries,Actual,,328262,Number,Number of filled jobs,0
CPEMP11,,2009-11-30,Goods-producing industries,Seasonally adjusted,,327798,Number,Number of filled jobs,0
CPEMP11,,2009-11-30,Primary industries,Actual,,92079,Number,Number of filled jobs,0
CPEMP11,,2009-11-30,Primary industries,Seasonally adjusted,,89152,Number,Number of filled jobs,0
CPEMP11,,2009-11-30,Service industries,Actual,,1363228,Number,Number of filled jobs,0
CPEMP11,,2009-11-30,Service industries,Seasonally adjusted,,1348222,Number,Number of filled jobs,0
CPEMP11,,2009-12-31,All industries,Actual,,1766619,Number,Number of filled jobs,0
CPEMP11,,2009-12-31,All industries,Seasonally adjusted,,1743426,Number,Number of filled jobs,0
CPEMP11,,2009-12-31,Goods-producing industries,Actual,,334159,Number,Number of filled jobs,0
CPEMP11,,2009-12-31,Goods-producing industries,Seasonally adjusted,,328845,Number,Number of filled jobs,0
CPEMP11,,2009-12-31,Primary industries,Actual,,100351,Number,Number of filled jobs,0
CPEMP11,,2009-12-31,Primary industries,Seasonally adjusted,,90399,Number,Number of filled jobs,0
CPEMP11,,2009-12-31,Service industries,Actual,,1332109,Number,Number of filled jobs,0
CPEMP11,,2009-12-31,Service industries,Seasonally adjusted,,1323663,Number,Number of filled jobs,0
CPEMP11,,2010-01-31,All industries,Actual,,1738625,Number,Number of filled jobs,0
CPEMP11,,2010-01-31,All industries,Seasonally adjusted,,1769273,Number,Number of filled jobs,0
CPEMP11,,2010-01-31,Goods-producing industries,Actual,,330935,Number,Number of filled jobs,0
CPEMP11,,2010-01-31,Goods-producing industries,Seasonally adjusted,,328138,Number,Number of filled jobs,0
CPEMP11,,2010-01-31,Primary industries,Actual,,97682,Number,Number of filled jobs,0
CPEMP11,,2010-01-31,Primary industries,Seasonally adjusted,,89491,Number,Number of filled jobs,0
CPEMP11,,2010-01-31,Service industries,Actual,,1310008,Number,Number of filled jobs,0
CPEMP11,,2010-01-31,Service industries,Seasonally adjusted,,1352088,Number,Number of filled jobs,0
CPEMP11,,2010-02-28,All industries,Actual,,1764907,Number,Number of filled jobs,0
CPEMP11,,2010-02-28,All industries,Seasonally adjusted,,1777676,Number,Number of filled jobs,0
CPEMP11,,2010-02-28,Goods-producing industries,Actual,,332623,Number,Number of filled jobs,0
CPEMP11,,2010-02-28,Goods-producing industries,Seasonally adjusted,,328167,Number,Number of filled jobs,0
CPEMP11,,2010-02-28,Primary industries,Actual,,96843,Number,Number of filled jobs,0
CPEMP11,,2010-02-28,Primary industries,Seasonally adjusted,,90361,Number,Number of filled jobs,0
CPEMP11,,2010-02-28,Service industries,Actual,,1335441,Number,Number of filled jobs,0
CPEMP11,,2010-02-28,Service industries,Seasonally adjusted,,1359722,Number,Number of filled jobs,0
CPEMP11,,2010-03-31,All industries,Actual,,1794391,Number,Number of filled jobs,0
CPEMP11,,2010-03-31,All industries,Seasonally adjusted,,1781589,Number,Number of filled jobs,0
CPEMP11,,2010-03-31,Goods-producing industries,Actual,,333033,Number,Number of filled jobs,0
CPEMP11,,2010-03-31,Goods-producing industries,Seasonally adjusted,,328854,Number,Number of filled jobs,0
CPEMP11,,2010-03-31,Primary industries,Actual,,95903,Number,Number of filled jobs,0
CPEMP11,,2010-03-31,Primary industries,Seasonally adjusted,,91259,Number,Number of filled jobs,0
CPEMP11,,2010-03-31,Service industries,Actual,,1365455,Number,Number of filled jobs,0
